번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
209,곡류 및 그 제품,"밀 가공(면류), 칼국수, 생면",100,310,63.02,7.25,0.87,0,327,0,0.25,0,2017
210,곡류 및 그 제품,"밀 가공(빵류), 건포도빵",100,269,51.1,8.2,3.5,0,400,0,0,0,2011
211,곡류 및 그 제품,"밀 가공(빵류), 건포도빵",100,269,51.1,8.2,3.5,N/A,400,0,-1.57,0,2017
212,곡류 및 그 제품,"밀 가공(빵류), 곰보빵 ",100,380,56.5,8.8,13.2,0,231,0,0,0,2011
213,곡류 및 그 제품,"밀 가공(빵류), 곰보빵 ",100,415,61.44,9.5,14.54,17.01,307,28.75,6.08,0,2017
214,곡류 및 그 제품,"밀 가공(빵류), 꽈배기 ",100,404,47.2,7.9,20.4,0,431,0,0,0,2011
215,곡류 및 그 제품,"밀 가공(빵류), 꽈배기 ",100,404,47.2,7.9,20.4,N/A,431,N/A,N/A,0,2017
216,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 링 ",100,426,40.6,7.3,26,0,360,0,0,0,2011
217,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 링 ",100,426,40.6,7.3,26,N/A,360,N/A,N/A,0,2017
218,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 이스트 ",70,271.6,30.8,4.9,14.28,0,217,16.8,0,0,2011
219,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 케이크 ",70,262.5,42.21,4.9,8.26,0,112,14,0,0,2011
220,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 팥 ",100,347,45.7,6.6,15.3,0,188,0,0,0,2011
221,곡류 및 그 제품,"밀 가공(빵류), 도우넛, 팥 ",100,347,45.7,6.6,15.3,N/A,188,N/A,N/A,0,2017
222,곡류 및 그 제품,"밀 가공(빵류), 롤빵, 소프트롤 ",100,316,48.6,10.1,9,0,490,0,0,0,2011
223,곡류 및 그 제품,"밀 가공(빵류), 롤빵, 소프트롤 ",100,316,48.6,10.1,9,6.4,490,0,4.02,0,2017
224,곡류 및 그 제품,"밀 가공(빵류), 롤빵, 하드롤 ",100,293,52.7,9.9,4.3,0,544,0,0,0,2011
225,곡류 및 그 제품,"밀 가공(빵류), 롤빵, 하드롤 ",100,293,52.7,9.9,4.3,1.77,544,0,0.61,0,2017
226,곡류 및 그 제품,"밀 가공(빵류), 마늘빵 ",100,500,54.9,10.8,27.9,0,623,0,0,0,2006
227,곡류 및 그 제품,"밀 가공(빵류), 마늘빵 ",100,424,57.5,9.8,17.2,N/A,558,N/A,N/A,0,2017
228,곡류 및 그 제품,"밀 가공(빵류), 머핀, 우유 ",100,296,41.4,6.9,11.4,0,467,0,0,0,2011
229,곡류 및 그 제품,"밀 가공(빵류), 머핀, 우유 ",100,296,41.4,6.9,11.4,N/A,467,39,2.16,0,2017
230,곡류 및 그 제품,"밀 가공(빵류), 머핀, 잉글리쉬머핀 ",100,234,46,7.7,1.8,0,464,0,0,0,2011
231,곡류 및 그 제품,"밀 가공(빵류), 머핀, 잉글리쉬머핀 ",100,235,46,7.7,1.8,N/A,464,0,0.26,0,2017
232,곡류 및 그 제품,"밀 가공(빵류), 모닝빵 ",100,331,52.1,9.9,9.3,0,394,0,0,0,2011
233,곡류 및 그 제품,"밀 가공(빵류), 모닝빵 ",100,316,58.99,9.06,4.91,11.33,260,8.77,2.33,0,2017
234,곡류 및 그 제품,"밀 가공(빵류), 모카빵 ",100,316,58.2,8.9,4,0,367,0,0,0,2006
235,곡류 및 그 제품,"밀 가공(빵류), 모카빵 ",100,354,63.29,8.31,7.53,15.43,316,33.99,3.63,0,2017
236,곡류 및 그 제품,"밀 가공(빵류), 바게트빵 ",100,279,57.5,9.4,1.3,0,620,0,0,0,2011
237,곡류 및 그 제품,"밀 가공(빵류), 바게트빵 ",100,279,57.5,9.4,1.3,1.8,620,0,-0.29,0,2017
238,곡류 및 그 제품,"밀 가공(빵류), 베이글, 달걀 ",100,278,53,10.6,2.1,0,505,0,0,0,2011
239,곡류 및 그 제품,"밀 가공(빵류), 베이글, 달걀 ",100,278,53,10.6,2.1,N/A,505,24,0.42,0,2017
240,곡류 및 그 제품,"밀 가공(빵류), 식빵 ",100,284,51.1,8.3,5.2,0,66,0,0,0,2011
241,곡류 및 그 제품,"밀 가공(빵류), 식빵 ",100,279,49.68,9.01,4.91,4.12,516,0,2.87,0,2017
242,곡류 및 그 제품,"밀 가공(빵류), 식빵, 옥수수 ",100,275,54.4,8.3,2.7,0,457,0,0,0,2011
243,곡류 및 그 제품,"밀 가공(빵류), 식빵, 옥수수 ",100,270,50.45,9.44,3.42,5.32,524,0,1.56,0,2017
244,곡류 및 그 제품,"밀 가공(빵류), 식빵, 우유 ",100,285,48.7,9.1,6,0,434,0,0,0,2011
245,곡류 및 그 제품,"밀 가공(빵류), 식빵, 우유 ",100,285,48.7,9.1,6,N/A,434,N/A,N/A,0,2017
246,곡류 및 그 제품,"밀 가공(빵류), 식빵, 토스트 ",100,293,54.4,9,4,0,592,0,0,0,2011
247,곡류 및 그 제품,"밀 가공(빵류), 식빵, 토스트 ",100,266,49.37,9.35,3.5,4.15,456,0,1.49,0,2017
248,곡류 및 그 제품,"밀 가공(빵류), 옥수수빵 ",100,314,48.1,7.2,10,0,778,0,0,0,2011
249,곡류 및 그 제품,"밀 가공(빵류), 옥수수빵 ",100,321,49.1,7.4,10.2,N/A,795,62,2.8,0,2017
250,곡류 및 그 제품,"밀 가공(빵류), 잼빵 ",100,297,54.5,6.6,5.8,0,310,0,0,0,2011
251,곡류 및 그 제품,"밀 가공(빵류), 잼빵 ",100,297,54.5,6.6,5.8,35.4,310,0,-2.58,0,2017
252,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 단호박소 ",100,239,52.4,5.4,0.9,0,280,0,0,0,2011
253,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 단호박소 ",100,239,52.4,5.4,0.9,N/A,280,N/A,N/A,0,2017
254,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 채소 ",100,231,37.3,8.1,5.5,0,409,0,0,0,2011
255,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 채소 ",100,231,37.3,8.1,5.5,N/A,409,N/A,N/A,0,2017
256,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 팥 ",100,244,51.6,7.3,0.9,0,222,0,0,0,2011
257,곡류 및 그 제품,"밀 가공(빵류), 찐빵, 팥 ",100,213,44.36,5.96,1.29,10.42,158,0,0.58,0,2017
258,곡류 및 그 제품,"밀 가공(빵류), 카스텔라 ",100,324,55.1,6.7,8.5,0,105,0,0,0,2011
259,곡류 및 그 제품,"밀 가공(빵류), 카스텔라 ",100,299,59.46,6.91,3.72,24.85,81,138.68,1.27,0,2017
260,곡류 및 그 제품,"밀 가공(빵류), 카스텔라, 감 3%",70,238,36.96,4.83,7.84,0,11.2,0,0,0,2011
261,곡류 및 그 제품,"밀 가공(빵류), 케이크, 과일(후르츠) ",100,323,61.6,2.9,9.1,0,270,0,0,0,2011
262,곡류 및 그 제품,"밀 가공(빵류), 케이크, 과일(후르츠) ",100,324,61.6,2.9,9.1,27.42,101,5,1.05,0,2017
263,곡류 및 그 제품,"밀 가공(빵류), 케이크, 롤 ",100,365,48.1,7.5,16.5,0,115,0,0,0,2006
264,곡류 및 그 제품,"밀 가공(빵류), 케이크, 롤 ",100,369,39.24,7.51,20.22,17.41,162,131.05,7.72,0,2017
265,곡류 및 그 제품,"밀 가공(빵류), 케이크, 배 ",100,296,43.5,6.2,10.8,0,277,0,0,0,2011
266,곡류 및 그 제품,"밀 가공(빵류), 케이크, 배 ",100,296,43.5,6.2,10.8,N/A,277,N/A,N/A,0,2017
267,곡류 및 그 제품,"밀 가공(빵류), 케이크, 생크림, 블루베리 ",100,249,32.2,2.9,12.1,0,94,116.8,0,0,2011
268,곡류 및 그 제품,"밀 가공(빵류), 케이크, 생크림, 블루베리 ",100,280,24.39,3.03,18.88,22.87,67,68.1,11.44,0,2017
269,곡류 및 그 제품,"밀 가공(빵류), 케이크, 쇼튼드 ",100,344,47.1,7.4,14,0,82,0,0,0,2011
270,곡류 및 그 제품,"밀 가공(빵류), 케이크, 쇼튼드 ",100,327,43.6,7.1,13.8,24.8,79,140,-5.26,0,2017
271,곡류 및 그 제품,"밀 가공(빵류), 케이크, 스펀지 ",100,352,47.2,6.6,15.2,0,172,0,0,0,2011
272,곡류 및 그 제품,"밀 가공(빵류), 케이크, 스펀지 ",100,352,47.2,6.6,15.2,N/A,172,N/A,N/A,0,2017
273,곡류 및 그 제품,"밀 가공(빵류), 케이크, 엔젤푸드 ",100,258,57.8,5.9,0.8,0,749,0,0,0,2011
274,곡류 및 그 제품,"밀 가공(빵류), 케이크, 엔젤푸드 ",100,258,57.8,5.9,0.8,N/A,749,0,N/A,0,2017
275,곡류 및 그 제품,"밀 가공(빵류), 케이크, 초콜렛 ",100,453,40.2,4.7,30.4,0,129,0,0,0,2011
276,곡류 및 그 제품,"밀 가공(빵류), 케이크, 초콜렛 ",100,417,49.31,5.23,22.09,38.19,146,44.44,15.18,0,2017
277,곡류 및 그 제품,"밀 가공(빵류), 케이크, 치즈 ",100,321,25.5,5.5,22.5,0,207,0,0,0,2011
278,곡류 및 그 제품,"밀 가공(빵류), 케이크, 치즈 ",100,331,28.82,5.87,21.32,17.61,240,156.65,12.33,0,2017
279,곡류 및 그 제품,"밀 가공(빵류), 케이크, 컵 ",70,213.5,47.04,3.01,2.59,0,289.1,0,0,0,2011
280,곡류 및 그 제품,"밀 가공(빵류), 케이크, 파운드 ",100,414,46.7,5.6,22.8,0,158,0,0,0,2011
281,곡류 및 그 제품,"밀 가공(빵류), 케이크, 파운드 ",100,408,49.65,5.66,20.71,17.43,207,89.32,10.73,0,2017
282,곡류 및 그 제품,"밀 가공(빵류), 크로아상 ",100,448,43.9,7.9,26.8,0,470,0,0,0,2011
283,곡류 및 그 제품,"밀 가공(빵류), 크로아상 ",100,448,43.9,7.9,26.8,N/A,470,0,-12.16,0,2017
284,곡류 및 그 제품,"밀 가공(빵류), 크로아상, 버터 ",100,405,45.8,8.2,21,0,744,0,0,0,2011
285,곡류 및 그 제품,"밀 가공(빵류), 크로아상, 버터 ",100,406,45.8,8.2,21,11.26,467,67,11.66,0,2017
286,곡류 및 그 제품,"밀 가공(빵류), 크로켓 ",100,307,29.7,6,18.2,0,346,0,0,0,2011
287,곡류 및 그 제품,"밀 가공(빵류), 크로켓 ",100,307,29.7,6,18.2,N/A,346,N/A,N/A,0,2017
288,곡류 및 그 제품,"밀 가공(빵류), 크로켓, 채소 ",100,301,31.2,7.1,16.4,0,403,0,0,0,2011
289,곡류 및 그 제품,"밀 가공(빵류), 크로켓, 채소 ",100,301,31.2,7.1,16.4,N/A,403,N/A,N/A,0,2017
290,곡류 및 그 제품,"밀 가공(빵류), 크림빵 ",100,274,45.5,6,7.7,0,160,0,0,0,2006
291,곡류 및 그 제품,"밀 가공(빵류), 크림빵 ",100,275,45.5,6,7.7,N/A,160,N/A,N/A,0,2017
292,곡류 및 그 제품,"밀 가공(빵류), 크림빵, 버터 ",100,383,46.2,8.2,18.4,0,319,0,0,0,2011
293,곡류 및 그 제품,"밀 가공(빵류), 크림빵, 버터 ",100,383,46.2,8.2,18.4,N/A,319,N/A,N/A,0,2017
294,곡류 및 그 제품,"밀 가공(빵류), 팥빵 ",100,293,52.5,7.6,6.1,0,168,0,0,0,2006
295,곡류 및 그 제품,"밀 가공(빵류), 팥빵 ",100,253,48.51,7.57,3.17,16.37,180,19.01,1.69,0,2017
296,곡류 및 그 제품,"밀 가공(빵류), 패이스트리 ",100,457,46.5,8.6,26.3,0,423,0,0,0,2011
297,곡류 및 그 제품,"밀 가공(빵류), 패이스트리 ",100,457,46.5,8.6,26.3,N/A,423,N/A,N/A,0,2017
298,곡류 및 그 제품,"밀 가공(빵류), 패이스트리, 과일(후르츠)  ",100,371,47.8,5.4,18.5,0,354,0,0,0,2011
299,곡류 및 그 제품,"밀 가공(빵류), 패이스트리, 과일(후르츠)  ",100,371,47.8,5.4,18.5,27.53,445,114,4.86,0,2017
300,곡류 및 그 제품,"밀 가공(빵류), 패이스트리, 치즈 ",100,374,37.2,8,21.9,0,450,0,0,0,2011
301,곡류 및 그 제품,"밀 가공(빵류), 패이스트리, 치즈 ",100,374,37.2,8,21.9,6.95,417,23,6.79,0,2017
302,곡류 및 그 제품,"밀 가공(빵류), 팬케이크 ",100,227,28.3,6.4,9.7,0,439,0,0,0,2011
303,곡류 및 그 제품,"밀 가공(빵류), 팬케이크 ",100,227,28.3,6.4,9.7,N/A,439,59,2.12,0,2017
304,곡류 및 그 제품,"밀, 도정곡, 생것 ",100,333,75.8,10.6,1,0,17,0,0.27,0,2011
305,곡류 및 그 제품,"밀, 도정곡, 생것 ",100,321,75.8,10.6,1,N/A,17,N/A,N/A,0,2017
306,곡류 및 그 제품,"보리 가공(가루), 미숫가루 ",100,398,74.6,15.7,5.7,0,28,0,0,0,2011
307,곡류 및 그 제품,"보리 가공(가루), 미숫가루 ",100,374,76.17,14.52,5.48,1.06,6,0,1.08,0,2017
308,곡류 및 그 제품,"보리 가공(가루), 보리가루 ",100,357,76,11.2,2,0,0,0,0,0,2011
309,곡류 및 그 제품,"보리 가공(가루), 보리가루 ",100,338,76.09,10.95,2.99,0,17,0,0.74,0,2017
310,곡류 및 그 제품,"보리 가공(기타), 겉보리, 압맥 ",100,348,78.6,9.1,0.6,0,6,0,0,0,2011
311,곡류 및 그 제품,"보리 가공(기타), 겉보리, 압맥 ",100,316,75.38,8.74,1.66,0.32,9,0,0.53,0,2017
312,곡류 및 그 제품,"보리 가공(기타), 겉보리, 할맥 ",100,351,77.4,9.8,1.2,0,6,0,0,0,2011
313,곡류 및 그 제품,"보리 가공(기타), 겉보리, 할맥 ",100,327,77.71,9.3,1.67,1.93,11,0,0.54,0,2017
314,곡류 및 그 제품,"보리 가공(기타), 볶은보리 ",100,360,74.1,12.7,2.6,0,N/A,0,0,0,2011
315,곡류 및 그 제품,"보리 가공(기타), 볶은보리 ",100,335,74.1,12.7,2.6,N/A,N/A,N/A,N/A,0,2017
316,곡류 및 그 제품,"보리 가공(기타), 엿기름 ",100,338,73,11.2,1.2,0,24,0,0,0,2011
317,곡류 및 그 제품,"보리 가공(기타), 엿기름 ",100,335,71.68,14.65,2.71,10.24,10,0,0.67,0,2017
318,곡류 및 그 제품,"보리,겉보리, 보리쌀",100,322,71.1,10.6,1.8,0,3,0,0,0,2006
319,곡류 및 그 제품,"보리,겉보리, 보리쌀",100,316,74.39,9.3,1.81,4.5,4,0,0.56,0,2017
320,곡류 및 그 제품,"보리밥,보리밥",210,294,67.41,6.09,0.63,0,N/A,0,0,0,2001
321,곡류 및 그 제품,"볶음밥, 새우볶음밥, 조리 ",100,207,0,7.8,11.4,0,N/A,0,0,0,2006
322,곡류 및 그 제품,"볶음밥, 새우볶음밥, 조리 ",100,175,28.2,4.5,4.9,N/A,349,N/A,N/A,0,2017
323,곡류 및 그 제품,"볶음밥,햄볶음밥",210,518.7,0,7.14,39.69,0,N/A,0,0,0,2006
324,곡류 및 그 제품,"빵,슈크림",70,170.8,18.48,4.27,2.38,0,114.8,0,0,0,2006
325,곡류 및 그 제품,"빵,크로아쌍",100,448,43.9,7.9,26.8,0,470,0,0,0,2006
326,곡류 및 그 제품,"빵,크로아쌍",100,448,43.9,7.9,26.8,N/A,470,0,-12.16,0,2017
327,곡류 및 그 제품,"빵,호빵, 고기소",70,175.7,30.52,6.44,3.08,0,252,0,0,0,2006
328,곡류 및 그 제품,"샌드위치, 달걀, 치즈",150,349.5,26.7,16.05,19.95,0,826.5,0,0,0,2011
329,곡류 및 그 제품,"샌드위치, 닭고기 ",100,283,21.3,13.2,16.2,0,526,0,0,0,2011
330,곡류 및 그 제품,"샌드위치, 닭고기 ",100,250,20.81,16.28,11.19,3.64,753,35,2.12,0,2017
331,곡류 및 그 제품,"샌드위치, 생선 ",100,273,26,10.7,14.4,0,389,0,0,0,2011
332,곡류 및 그 제품,"샌드위치, 생선 ",100,257,26.69,10.29,12.45,3.53,602,35,1.95,0,2017
333,곡류 및 그 제품,"샌드위치, 소고기 ",100,249,24.1,15.5,9.9,0,570,0,0,0,2011
334,곡류 및 그 제품,"샌드위치, 소고기 ",100,244,22.21,15.17,10.3,3.84,653,30,3.4,0,2017
335,곡류 및 그 제품,"샌드위치, 햄, 치즈 ",100,218,24.8,7.4,9.9,0,451,0,0,0,2011
336,곡류 및 그 제품,"샌드위치, 햄, 치즈 ",100,218,24.8,7.4,9.9,N/A,451,N/A,N/A,0,2017
337,곡류 및 그 제품,"샌드위치,샌드위치",150,181.5,1.8,12.75,3,0,817.5,0,0,0,2006
338,곡류 및 그 제품,"수수 가공(가루), 수수가루 ",40,152.4,30.92,3.96,1.08,0,1.2,0,0,0,2011
339,곡류 및 그 제품,"수수 가공(떡류), 수수경단 ",100,218,43.1,8.2,1.4,0,238,0,0,0,2011
340,곡류 및 그 제품,"수수 가공(떡류), 수수경단 ",100,218,43.1,8.2,1.4,N/A,238,N/A,N/A,0,2017
341,곡류 및 그 제품,"수수, 도정곡, 생것 ",100,364,74.1,9.5,2.6,0,2,0,0,0,2011
342,곡류 및 그 제품,"수수, 도정곡, 생것 ",100,243,71.5,9.85,2.96,0.25,2,0,0.43,0,2017
343,곡류 및 그 제품,"스프, 소고기, 조리 ",100,6,0,1.1,0.2,0,372,0,0,0,2011
344,곡류 및 그 제품,"스프, 소고기, 조리 ",100,7,0.04,1.14,0.22,0,372,0,0.11,0,2017
345,곡류 및 그 제품,"스프, 소고기, 채소, 조리 ",100,21,3.2,1.2,0.4,0,312,0,0,0,2011
346,곡류 및 그 제품,"스프, 소고기, 채소, 조리 ",100,48,6.16,3.18,1.16,1.25,326,7,0.41,0,2017
347,곡류 및 그 제품,"스프, 소고기가루 ",100,406,67.1,11.3,10.3,0,3627,0,0,0,2011
348,곡류 및 그 제품,"스프, 소고기가루 ",100,406,67.1,11.3,10.3,N/A,3627,N/A,N/A,0,2017
349,곡류 및 그 제품,"스프, 양송이, 조리 ",100,36,4.4,0.7,1.8,0,403,0,0,0,2011
350,곡류 및 그 제품,"스프, 양송이, 조리 ",100,39,3.33,0.66,2.59,0.2,340,0,0.47,0,2017
351,곡류 및 그 제품,"스프, 양송이가루",100,418,70.7,8.3,11.3,0,1976,0,0,0,2011
352,곡류 및 그 제품,"스프, 양송이가루",100,418,70.7,8.3,11.3,N/A,1976,N/A,N/A,0,2017
353,곡류 및 그 제품,"스프, 양파, 조리 ",100,12,2.8,0.3,0,0,346,0,0,0,2011
354,곡류 및 그 제품,"스프, 양파, 조리 ",100,12,2.77,0.32,0.01,0.2,346,0,0,0,2017
355,곡류 및 그 제품,"스프, 양파가루",100,293,65.1,7.5,0.3,0,8031,0,0,0,2011
356,곡류 및 그 제품,"스프, 양파가루",100,293,65.07,7.48,0.34,4.65,8031,0,0.09,0,2017
357,곡류 및 그 제품,"스프, 콘소메, 조리 ",100,8,0.8,0.9,0.1,0,1325,0,0,0,2011
358,곡류 및 그 제품,"스프, 콘소메, 조리 ",100,11,0.32,2.52,0,0,N/A,N/A,N/A,0,2017
359,곡류 및 그 제품,"스프, 크림, 조리 ",100,24,3.6,0.9,0.7,0,319,4,0,0,2011
360,곡류 및 그 제품,"스프, 크림, 조리 ",100,30,4.7,0.72,0.97,N/A,238,2,0.5,0,2017
361,곡류 및 그 제품,"스프, 크림가루",100,443,68.1,6.8,15.9,0,3032,0,0,0,2011
362,곡류 및 그 제품,"스프, 크림가루",100,443,68.1,6.8,15.9,N/A,3032,N/A,N/A,0,2017
363,곡류 및 그 제품,"스프,감자스프, 감자스프(오뚜기)",100,380,73,6,7,0,2550,0,0,0,2006
364,곡류 및 그 제품,"스프,쇠고기야채스프, 분말",100,344,N/A,18.9,7.2,0,6460,0,0,0,2006
365,곡류 및 그 제품,"스프,쇠고기야채스프, 쇠고기스프(오뚜기)",100,355,61,7,9,0,2900,0,0,0,2006
366,곡류 및 그 제품,"스프,야채스프, 야채스프(오뚜기)",100,350,61,6,9,0,2900,0,0,0,2006
367,곡류 및 그 제품,"스프,양송이스프, 양송이수프(오뚜기)",100,360,59,6,11,0,2500,0,0,0,2006
368,곡류 및 그 제품,"스프,옥수수스프, 옥수수스프(오뚜기)",100,360,63,5,10,0,2600,0,0,0,2006
369,곡류 및 그 제품,"스프,크림스프, 아스파라거스",100,366,N/A,13.8,10.8,0,4980,0,0,0,2006
370,곡류 및 그 제품,"스프,크림스프, 크림스프(오뚜기)",100,355,64,5,9,0,2300,0,0,0,2006
371,곡류 및 그 제품,"스프,호박스프, 호박스프(오뚜기)",100,395,74,5,9,0,2750,0,0,0,2006
372,곡류 및 그 제품,시리얼 ,30,116.1,26.1,1.71,0.54,0,197.7,0,0,0,2011
373,곡류 및 그 제품,"시리얼, 과즙",30,116.4,26.73,1.59,0.33,0,119.1,0,0,0,2011
374,곡류 및 그 제품,"시리얼, 꿀",30,115.8,27.48,1.35,0.06,0,86.7,0,0,0,2011
375,곡류 및 그 제품,"시리얼, 쌀",100,379,86.6,6.8,0.6,0,992,0,0,0,2011
376,곡류 및 그 제품,"시리얼, 쌀",100,390,86.99,6.65,1.68,21.72,625,0,0.44,0,2017
377,곡류 및 그 제품,"시리얼, 아몬드",100,414,79.6,7.2,7.4,0,597,0,0,0,2011
378,곡류 및 그 제품,"시리얼, 아몬드",100,426,78.18,7.3,9.29,34.79,379,0,3.39,0,2017
379,곡류 및 그 제품,"시리얼, 코코넛",30,114.6,26.64,1.65,0.15,0,155.1,0,0,0,2011
380,곡류 및 그 제품,"시리얼, 현미",100,390,83.7,6.7,3.1,0,878,0,0,0,2011
381,곡류 및 그 제품,"시리얼, 현미",100,394,85.33,6.8,2.79,17.24,551,0,0.73,0,2017
382,곡류 및 그 제품,"시리얼,기타, 라이스크리스피",30,111,25.98,2.04,0.18,0,297.6,0,0,0,2006
383,곡류 및 그 제품,"시리얼,기타, 코코넛첵스",30,113.3,26.64,1.65,0.15,0,155.1,0,0,0,2006
384,곡류 및 그 제품,"시리얼,기타, 코코링",100,376,87.6,5.3,0.5,0,299,0,0,0,2001
385,곡류 및 그 제품,"시리얼,기타, 코코링",100,407,85.78,6.08,4.34,40.91,232,0,3.08,0,2017
386,곡류 및 그 제품,"시리얼,기타, 코코팝스",100,376,87.3,5.6,0.5,0,626,0,0,0,2001
387,곡류 및 그 제품,"시리얼,기타, 코코팝스",100,407,85.78,6.08,4.34,40.91,232,0,3.08,0,2017
388,곡류 및 그 제품,"시리얼,기타, 콘첵스",100,376,85.4,7.3,1.2,0,963,0,0,0,2001
389,곡류 및 그 제품,"시리얼,기타, 콘첵스",100,378,88.05,5.11,0.59,39.55,434,0,0.17,0,2017
390,곡류 및 그 제품,"시리얼,기타, 하니팝스",30,114.9,27.48,1.35,0.06,0,86.7,0,0,0,2006
391,곡류 및 그 제품,"시리얼,기타, 후르트링",30,114.6,26.73,1.59,0.33,0,119.1,0,0,0,2006
392,곡류 및 그 제품,"시리얼,푸레이크, 아몬드푸레이크",100,406,79.6,7.2,7.4,0,597,0,0,0,2006
393,곡류 및 그 제품,"시리얼,푸레이크, 아몬드푸레이크",100,426,78.18,7.3,9.29,34.79,379,0,3.39,0,2017
394,곡류 및 그 제품,"시리얼,푸레이크, 현미푸레이크",100,376,83.7,6.7,3.1,0,878,0,0,0,2006
395,곡류 및 그 제품,"시리얼,푸레이크, 현미푸레이크",100,394,85.33,6.8,2.79,17.24,551,0,0.73,0,2017
396,곡류 및 그 제품,"시리얼,푸로스트, 콘푸로스트",100,387,88.4,4.7,0.4,0,619,0,0,0,2001
397,곡류 및 그 제품,"시리얼,푸로스트, 콘푸로스트",100,378,88.05,5.11,0.59,39.55,434,0,0.17,0,2017
398,곡류 및 그 제품,"옥수수 가공(가루), 옥수수가루 ",100,373,75.7,7.7,3.7,0,1,0,0,0,2011
399,곡류 및 그 제품,"옥수수 가공(가루), 옥수수가루 ",100,265,83.3,7.32,0.97,0.54,2,0,0.25,0,2017
400,곡류 및 그 제품,"옥수수 가공(과자류), 콘칩 ",100,518,63,6,28.4,0,616,0,0,0,2011
401,곡류 및 그 제품,"옥수수 가공(과자류), 콘칩 ",100,538,56.9,6.17,33.36,0.27,514,0,4.33,0,2017
402,곡류 및 그 제품,"옥수수 가공(과자류), 튀김용 옥수수",100,388,76.3,11.5,4.1,0,2,0,0,0,2011
403,곡류 및 그 제품,"옥수수 가공(과자류), 튀김용 옥수수",100,289,76.3,11.5,4.1,N/A,2,N/A,N/A,0,2017
404,곡류 및 그 제품,"옥수수 가공(과자류), 팝콘 ",100,536,57.6,7.6,30.6,0,784,0,0,0,2011
405,곡류 및 그 제품,"옥수수 가공(과자류), 팝콘 ",100,536,57.6,7.6,30.6,N/A,784,N/A,N/A,0,2017
406,곡류 및 그 제품,"옥수수 가공(기타), 콘샐러드 ",100,104,22.4,3.2,0.2,0,330,0,0,0,2011
407,곡류 및 그 제품,"옥수수 가공(기타), 콘샐러드 ",100,104,22.4,3.2,0.2,N/A,330,N/A,N/A,0,2017
408,곡류 및 그 제품,"옥수수 가공(면류), 옥수수묵 ",100,55,12.6,1.1,0,0,28,0,0,0,2011
409,곡류 및 그 제품,"옥수수 가공(면류), 옥수수묵 ",100,55,12.6,1.1,0,N/A,28,N/A,N/A,0,2017
410,곡류 및 그 제품,"옥수수 가공(통조림), 가당 ",100,91,18.3,2.3,1,0,244,0,0,0,2011
411,곡류 및 그 제품,"옥수수 가공(통조림), 가당 ",100,91,18.3,2.3,1,N/A,244,N/A,N/A,0,2017
412,곡류 및 그 제품,"옥수수 가공(통조림), 홀커넬 ",100,82,17.8,2.3,0.5,0,210,0,0,0,2011
413,곡류 및 그 제품,"옥수수 가공(통조림), 홀커넬 ",100,82,17.8,2.3,0.5,7.3,210,0,-0.06,0,2017
414,곡류 및 그 제품,"옥수수, 찰옥수수, 마른것 ",100,371,74.7,11.5,4.6,0,2,0,0,0,2011
415,곡류 및 그 제품,"옥수수, 찰옥수수, 마른것 ",100,289,74.7,11.5,4.6,N/A,2,N/A,N/A,0,2017
416,곡류 및 그 제품,"옥수수, 찰옥수수, 생것 ",100,142,29.4,4.9,1.2,0,1,0,0.34,0,2011
417,곡류 및 그 제품,"옥수수, 찰옥수수, 생것 ",100,110,29.4,4.9,1.2,N/A,1,N/A,N/A,0,2017
418,곡류 및 그 제품,"옥수수, 찰옥수수, 찐것 ",100,132,25.4,6.6,1.4,0,1,0,0,0,2011
419,곡류 및 그 제품,"옥수수, 찰옥수수, 찐것 ",100,108,25.4,6.6,1.4,N/A,1,N/A,N/A,0,2017
420,곡류 및 그 제품,"옥수수죽, 레토르트 ",100,86,8.6,2,4.8,0,280,0,0,0,2011
421,곡류 및 그 제품,"옥수수죽, 레토르트 ",100,86,8.6,2,4.8,N/A,280,N/A,N/A,0,2017
422,곡류 및 그 제품,"우동,우동, 조리한것",200,168,34.8,4.8,0.4,0,1470,0,0,0,2006
423,곡류 및 그 제품,"울면,울면, 인스턴트",200,860,118.6,26.4,31,0,1604,0,0,0,2001
