번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),연도
867,피자,골드 스테이크불갈비 피자 L,100,228.57,0,13.53,0,4.51,516.49,0,3.69,0,2013
868,피자,골드 야채 피자,111,302.48,0,17.32,0,6.33,651.46,0,5.99,0,2015
869,피자,골드 이탈리안치즈 피자,109,326.56,0,16.68,0,1.85,785.56,0,6.54,0,2015
870,피자,골드 콤비네이션 피자,117,333.92,0,17.67,0,5.97,773.96,0,6.79,0,2015
871,피자,골드 콤비네이션 피자 L,100,222.28,0,13.4,0,4.4,442.82,0,2.65,0,2013
872,피자,골드 텐더치킨 피자,126,415.8,0,18.14,0,8.19,903.04,0,7.43,0,2015
873,피자,골드 텐더치킨 피자 L,100,237.82,0,13.49,0,4.27,475.56,0,2.52,0,2013
874,피자,골드 페파로니 피자,114,372.89,0,16.76,0,6.38,799.25,0,7.18,0,2015
875,피자,골드 포테이토 피자,125,404.12,0,14.62,0,6,735.25,0,7.38,0,2015
876,피자,골드 포테이토 피자 L,100,231.3,0,13.01,0,3.43,428.77,0,2.94,0,2013
877,피자,골드스파이치킨피자,126,415.8,0,18.09,0,8.23,903.04,0,7.4,0,2015
878,피자,골드큐브(스크린),137,510.52,62.23,21.64,19.45,11.86,709.87,0,10.04,0,2015
879,피자,골드큐브(치크),169,793.54,71.01,45.33,36.42,15.96,1546.8,0,12.85,0,2015
880,피자,골드큐브(팬),151,623.55,79.65,24.77,22.88,13.07,849.52,0,10.74,0,2015
881,피자,골드큐브(피타),122,469.86,37.21,22.74,25.56,9.03,550.32,0,14.2,0,2015
882,피자,골드텐더&쉬림프 피자,128,390.78,0,17.92,0,5.63,816,0,7.42,0,2015
883,피자,골드포테이토피자,123,400.98,0,18.76,0,7.07,775.27,0,6.24,0,2015
884,피자,골든고구마(L),113,305.1,0,12.43,0,10.17,361.6,0,4.97,0,2015
885,피자,골든고구마(M),104,265.2,0,11.44,0,8.32,332.8,0,4.58,0,2015
886,피자,골든고구마(킹),213,1065,0,40.47,0,40.47,1278,0,17.04,0,2015
887,피자,골든고구마피자,79,166.69,0,7.11,0,4.74,181.7,0,2.37,0,2015
888,피자,골든궁중떡갈비(L),116,330.6,0,16.24,0,9.28,545.2,0,6.96,0,2015
889,피자,골든궁중떡갈비(M),104,254.8,0,11.44,0,7.28,405.6,0,3.95,0,2015
890,피자,골든단갈릭(L),149,469.35,0,25.33,0,14.9,700.3,0,7.45,0,2015
891,피자,골든단갈릭(M),134,395.3,0,22.78,0,10.72,603,0,6.7,0,2015
892,피자,골든단호박카사(L),126,384.3,0,13.86,0,10.08,579.6,0,6.3,0,2015
893,피자,골든단호박카사(M),147,470.4,0,16.17,0,16.17,676.2,0,7.35,0,2015
894,피자,골든리치킨바베큐(L),133,405.65,0,19.95,0,13.3,665,0,6.65,0,2015
895,피자,골든리치킨바비큐(M),133,432.25,0,18.62,0,14.63,638.4,0,7.98,0,2015
896,피자,골든베이컨(L),109,294.3,0,15.26,0,7.63,457.8,0,6.54,0,2015
897,피자,골든베이컨(M),107,288.9,0,7.49,0,7.49,438.7,0,6.42,0,2015
898,피자,골든베이컨(킹),205,1025,0,51.25,0,28.7,1599,0,20.5,0,2015
899,피자,골든베이컨포테이토(L),125,387.5,0,18.75,0,7.5,550,0,7.5,0,2015
900,피자,골든베이컨포테이토(M),124,378.2,0,8.68,0,7.44,533.2,0,7.44,0,2015
901,피자,골든베이컨피자,78,161.46,0,10.14,0,3.12,251.94,0,3.12,0,2015
902,피자,골든불갈비(L),118,324.5,0,17.7,0,9.44,507.4,0,4.37,0,2015
903,피자,골든불갈비(M),116,313.2,0,8.12,0,9.28,487.2,0,4.29,0,2015
904,피자,골든불갈비(킹),222,1110,0,57.72,0,37.74,1776,0,13.32,0,2015
905,피자,골든불갈비피자,79,163.53,0,8.69,0,3.16,295.46,0,3.16,0,2015
906,피자,골든불고기(L),164,656,0,32.8,0,19.68,869.2,0,11.48,0,2015
907,피자,골든불고기(M),162,648,0,14.58,0,19.44,826.2,0,11.34,0,2015
908,피자,골든불고기(킹),155,573.5,0,26.35,0,18.6,759.5,0,9.3,0,2015
909,피자,골든불고기피자,77,154,0,6.93,0,3.08,208.67,0,3.08,0,2015
910,피자,골든빅4랑(L),125,387.5,0,18.75,0,10,625,0,7.5,0,2015
911,피자,골든빅4랑피자,114,329.46,0,16.53,0,7.98,506.16,0,5.7,0,2015
912,피자,골든쉬림프(L),118,318.6,0,18.88,0,7.08,625.4,0,7.08,0,2015
913,피자,골든쉬림프(M),117,315.9,0,8.19,0,7.02,596.7,0,7.02,0,2015
914,피자,골든쉬림프(킹),224,1108.8,0,62.72,0,26.88,2195.2,0,22.4,0,2015
915,피자,골든쉬림프바베큐감자피자,91,183.37,0,7.74,0,2.73,262.54,0,2.28,0,2015
916,피자,골든쉬림프바비큐(L),131,399.55,0,19.65,0,9.17,759.8,0,7.86,0,2015
917,피자,골든쉬림프바비큐(M),129,393.45,0,9.03,0,9.03,722.4,0,7.74,0,2015
918,피자,골든슈퍼콤비(L),111,305.25,0,15.54,0,7.77,399.6,0,5.55,0,2015
919,피자,골든슈퍼콤비(M),112,308,0,14.56,0,8.96,403.2,0,6.72,0,2015
920,피자,골든슈퍼콤비(킹),200,1000,0,46,0,26,1400,0,18,0,2015
921,피자,골든슈퍼콤비피자,76,151.24,0,8.36,0,2.28,272.84,0,2.28,0,2015
922,피자,"골든스위트피자 (씬, L)",124,436.36,0,19.96,0,12.26,625.08,0,15.38,0,2015
923,피자,"골든스위트피자 (씬, M)",147,651.06,0,30.87,0,18.17,983.87,0,20.87,0,2015
924,피자,"골든스위트피자 (오리지널, L)",168,672.84,0,35.95,0,16.9,1072.01,0,11.09,0,2015
925,피자,"골든스위트피자 (오리지널, M)",199,1067.83,0,49.15,0,26.9,1586.83,0,18.91,0,2015
926,피자,골든스위티치킨(L),124,334.8,0,17.36,0,12.4,483.6,0,5.7,0,2015
927,피자,골든스위티치킨(M),122,329.4,0,8.54,0,12.2,463.6,0,5.49,0,2015
928,피자,골든스위티치킨(킹),234,1158.3,0,58.5,0,49.14,1684.8,0,18.72,0,2015
929,피자,골든야채피자,81,162.81,0,8.1,0,3.24,219.51,0,3.24,0,2015
930,피자,골든치즈(킹),182,928.2,0,45.5,0,20.02,1092,0,20.02,0,2015
931,피자,골든치즈피자,73,140.89,0,9.49,0,2.92,220.46,0,2.19,0,2015
932,피자,골든카사바피자,94,206.8,0,6.58,0,4.7,300.8,0,2.82,0,2015
933,피자,골든크런치포테이토피자,93,257.61,0,9.3,0,2.79,320.85,0,6.51,0,2015
934,피자,골든통고구마피자,76,156.56,0,5.32,0,3.8,224.96,0,2.28,0,2015
935,피자,골든트리플스윗피자,72,146.16,0,5.76,0,2.16,175.68,0,2.88,0,2015
936,피자,골든페페로니(L),181,886.9,0,36.2,0,21.72,1140.3,0,16.29,0,2015
937,피자,골든페페로니(M),179,868.15,0,16.11,0,21.48,1109.8,0,16.11,0,2015
938,피자,골든페페로니(킹),71,319.5,0,12.78,0,9.23,418.9,0,5.68,0,2015
939,피자,골든페페로니피자,77,154.77,0,6.93,0,3.08,260.26,0,3.08,0,2015
940,피자,골든포테이토(L),108,275.4,0,12.96,0,6.48,324,0,4.86,0,2015
941,피자,골든포테이토(M),116,324.8,0,16.24,0,6.96,406,0,5.8,0,2015
942,피자,골든포테이토(킹),203,933.8,0,42.63,0,26.39,1136.8,0,16.24,0,2015
943,피자,골든포테이토피자,83,170.15,0,9.13,0,3.32,229.08,0,2.49,0,2015
944,피자,골든포테이토휠레(L),126,390.6,0,20.16,0,10.08,617.4,0,7.56,0,2015
945,피자,골든포테이토휠레(M),124,384.4,0,8.68,0,9.92,595.2,0,7.44,0,2015
946,피자,골든하아이언피자,73,144.54,0,7.3,0,6.57,200.02,0,2.19,0,2015
947,피자,골든핫치킨(L),117,345.15,0,17.55,0,9.36,549.9,0,7.02,0,2015
948,피자,골든핫치킨(M),115,448.5,0,8.05,0,9.2,517.5,0,6.9,0,2015
949,피자,골든핫치킨(킹),220,1188,0,57.2,0,35.2,1914,0,24.2,0,2015
950,피자,골든핫치킨피자,86,180.6,0,9.46,0,4.3,317.34,0,2.58,0,2015
951,피자,"그릴드포테이토피자 (씬, L)",118,337.36,0,17.11,0,1.25,398.49,0,8.85,0,2015
952,피자,"그릴드포테이토피자 (씬, M)",131,415.66,0,23.84,0,1.31,540.77,0,11.53,0,2015
953,피자,"그릴드포테이토피자 (오리지널, L)",158,559.64,0,30.81,0,5.77,681.14,0,10.11,0,2015
954,피자,"그릴드포테이토피자 (오리지널, M)",179,729.42,0,35.8,0,2.47,899.12,0,12.53,0,2015
955,피자,그릴환타지 피자 냉동생지도우,138,517.5,0,27.6,0,8.28,993.6,0,9.66,0,2015
956,피자,그릴환타지 피자 생지도우,141,523.11,0,29.61,0,8.46,958.8,0,9.87,0,2015
957,피자,까르보네 피자,184,883.2,149.04,40.48,12.88,20.24,1251.2,9.2,9.02,0,2015
958,피자,까르보네피자,100,246.65,0,14.01,0,2.67,411.45,0,2.82,0,2013
959,피자,깐쇼새우피자,108,351,0,16.2,0,6.48,615.6,0,4.86,0,2015
960,피자,나폴리피자,190,1007,0,41.8,0,28.5,1463,0,22.8,0,2015
961,피자,뉴욕스페셜 오리진 L,106,288.12,0,14.26,0,5.27,462.05,0,5.05,0,2015
962,피자,뉴욕스페셜 오리진 R,163,660.61,0,34.27,0,10.12,988.92,0,12.33,0,2015
963,피자,뉴욕스페셜 치즈캡 L,118,354.77,0,19.02,0,5.86,614.7,0,6.57,0,2015
964,피자,뉴욕스페셜 치즈캡 R,187,862.76,0,49.01,0,11.61,1443.74,0,17.05,0,2015
965,피자,단팥크러스트피자 L,195,867.75,0,40.95,0,15.6,1501.5,0,11.11,0,2015
966,피자,단팥크러스트피자 M,137,424.7,0,21.92,0,8.22,726.1,0,6.3,0,2015
967,피자,단호박피자,185,810.3,0,50.28,0,17.06,1638.55,0,89.87,0,2015
968,피자,단호박피자 L,108,243,0,8.64,0,9.72,421.2,0,2.16,0,2015
969,피자,단호박피자 M,160,536,0,16,0,19.2,784,0,4.8,0,2015
970,피자,단호박피자(라이스골드) F,179,812.61,0,45.5,0,14.86,498.43,0,12.55,0,2015
971,피자,단호박피자(라이스골드) L,169,761.19,0,39.83,0,10.83,341.3,0,12.68,0,2015
972,피자,단호박피자(라이스골드) R,126,433.59,0,23.12,0,5.72,190.54,0,7.07,0,2015
973,피자,단호박피자(라이스바이트) F,187,915.63,0,46.49,0,13.93,697.9,0,12.73,0,2015
974,피자,단호박피자(라이스바이트) L,179,861.94,0,43.94,0,13.82,286.44,0,5.96,0,2015
975,피자,단호박피자(라이스바이트) R,143,561.59,0,27.6,0,8.42,161.05,0,3.32,0,2015
976,피자,단호박피자(백미) L,115,253.38,0,9.69,0,5.15,147.43,0,3.22,0,2015
977,피자,단호박피자(백미) R,189,691.21,0,23.08,0,11.6,329.5,0,7.07,0,2015
978,피자,단호박피자(석쇠) F,137,482.42,0,25.06,0,8.89,300.43,0,4.75,0,2015
979,피자,단호박피자(석쇠) L,124,398.57,0,20.6,0,7.35,192.11,0,3.88,0,2015
980,피자,단호박피자(석쇠) R,169,745.37,0,38.5,0,13.47,357.72,0,7.1,0,2015
981,피자,단호박피자(치즈크러스트) F,150,579.72,0,31.6,0,9.7,371.77,0,7.45,0,2015
982,피자,단호박피자(치즈크러스트) L,149,592.98,0,32.3,0,9.36,285.99,0,7.24,0,2015
983,피자,단호박피자(치즈크러스트) R,113,349.36,0,19.31,0,5.03,163.34,0,4.35,0,2015
984,피자,단호박피자(팬) F,147,570.99,0,29.66,0,10.07,329.84,0,5.19,0,2015
985,피자,단호박피자(팬) L,131,456.74,0,23.61,0,8.11,207.95,0,4.17,0,2015
986,피자,단호박피자(팬) R,179,854.46,0,44.14,0,14.89,388,0,7.63,0,2015
987,피자,단호박피자(흑미) L,115,259.82,0,10.01,0,5.35,147.43,0,3.22,0,2015
988,피자,단호박피자(흑미) R,189,713.8,0,24.91,0,12.46,329.5,0,7.07,0,2015
989,피자,닭갈비 골드 L,138,453.62,0,23.15,0,12.3,765.96,0,7.8,0,2015
990,피자,닭갈비 골드 R,111,295.99,0,16.31,0,8.07,496.55,0,5.12,0,2015
991,피자,닭갈비 누드 L,141,474.93,0,22.26,0,13.83,747.84,0,8.64,0,2015
992,피자,닭갈비 누드 R,114,309.85,0,15.78,0,9.03,484.8,0,5.64,0,2015
993,피자,닭갈비 오리진 L,120,339.65,0,17.73,0,9.04,582.45,0,4.58,0,2015
994,피자,닭갈비 오리진 R,193,879.88,0,50.26,0,23.43,1499.91,0,11.83,0,2015
995,피자,닭갈비 치즈캡 L,132,411.69,0,23.03,0,9.95,752.95,0,6.09,0,2015
996,피자,닭갈비 치즈캡 R,109,279.03,0,17.02,0,6.62,513.66,0,4.19,0,2015
997,피자,닭갈비 쿠키 L,147,575.6,0,24.2,0,16.37,743.58,0,9.16,0,2015
998,피자,닭갈비 쿠키 R,119,378.88,0,17.17,0,10.8,482.69,0,6.04,0,2015
999,피자,닭안심살피자,110,462,0,15.4,0,5.5,561,0,5.5,0,2015
1000,피자,더 스페셜 까망베르  M,151,536.05,0,25.22,0,2.27,970.93,0,11.32,0,2015
1001,피자,더 스페셜 데미그라스 비프 M,169,672.62,0,33.8,0,2.54,1000.48,0,14.03,0,2015
1002,피자,더 스페셜 바질 씨푸드 M,166,589.3,0,31.04,0,1.99,987.7,0,9.63,0,2015
1003,피자,더 스페셜 쏘핫 치킨  M,176,642.4,0,33.44,0,13.2,1309.44,0,12.32,0,2015
1004,피자,더 스페셜 크림 치킨 M,181,684.18,0,34.39,0,6.52,1196.41,0,11.77,0,2015
1005,피자,더 스페셜 텐더 비프 M,169,670.93,0,30.42,0,2.54,1030.9,0,14.03,0,2015
1006,피자,더블데커(킹),171,880.65,0,29.07,0,6.84,1556.1,0,17.1,0,2015
1007,피자,더블바베큐피자 M,160,608,0,25.6,0,11.2,1422.4,0,6.4,0,2015
1008,피자,더블바베큐피자(L),200,949.6,0,46,0,19.64,2634.4,0,12.88,0,2015
1009,피자,더블크러스트 패스츄리,128,505.6,0,19.2,0,5.12,654.08,0,11.52,0,2015
1010,피자,더블크러스트 패스트리 M,100,307.29,0,12.94,0,6.42,375.13,0,7.97,0,2013
1011,피자,"더블크러스트 프리모(더블,L)",115,457.24,0,19.55,0,5.52,838.81,0,13.34,0,2015
1012,피자,더스페셜 골든포테이토(M),201,916.56,0,34.17,0,12.06,1698.45,0,14.07,0,2015
1013,피자,더스페셜 크림 치킨(M),163,616.14,0,30.97,0,6.52,1077.43,0,11.41,0,2015
1014,피자,데리 치킨 피자,107,259.48,0,15.41,0,4.6,659.66,0,3.96,0,2015
1015,피자,데리치킨&불고기 바이트 피자,92,257.42,0,8.65,0,4.14,507.2,0,3.31,0,2015
1016,피자,데리콤비디럭스엣지,113,334.48,0,16.27,0,5.09,493.81,0,3.95,0,2015
1017,피자,도이치바이트 피자,188,1005.8,133.48,45.12,33.84,30.08,1560.4,9.4,22.56,0,2015
1018,피자,"도이치휠레 (나폴리,L)",158,567.85,0,32.39,0,6.48,975.02,0,11.69,0,2015
1019,피자,도이치휠레 (오리지널) M,100,230.08,0,12.24,0,3.91,348.73,0,3.48,0,2013
1020,피자,"도이치휠레피자 (씬, L)",139,474.82,0,27.8,0,6.98,980.09,0,12.09,0,2015
1021,피자,"도이치휠레피자 (씬, M)",156,580.01,0,30.42,0,6.94,1085.14,0,14.66,0,2015
1022,피자,"도이치휠레피자 (오리지널, L)",184,720.36,0,38.64,0,7.51,1369.88,0,12.33,0,2015
1023,피자,"도이치휠레피자 (오리지널, M)",104,247.62,0,13.62,0,2.51,432.95,0,4.16,0,2015
1024,피자,디럭스치즈 라이스골드L,136,541.12,0,32.54,0,4.53,229.96,0,9.38,0,2015
1025,피자,디럭스치즈 라이스골드R,103,316.17,0,18.95,0,2.59,130.03,0,5.3,0,2015
1026,피자,디럭스치즈 라이스바이트L,146,626.34,0,36.37,0,6.75,185.67,0,3.99,0,2015
1027,피자,디럭스치즈 라이스바이트R,120,426.67,0,23.22,0,4.63,105.18,0,2.23,0,2015
1028,피자,디럭스치즈 백미떡도우L,165,553.72,0,28.97,0,4.59,314.67,0,7.29,0,2015
1029,피자,디럭스치즈 백미떡도우R,143,416.69,0,17.35,0,2.97,177.89,0,4.05,0,2015
1030,피자,디럭스치즈 석쇠L,183,984.17,0,62.09,0,10.39,446.79,0,9.28,0,2015
1031,피자,디럭스치즈 석쇠R,123,451.08,0,28.13,0,4.81,198.93,0,4.03,0,2015
1032,피자,디럭스치즈 치즈크러스트L,116,400.71,0,25.55,0,3.7,184.54,0,4.94,0,2015
1033,피자,디럭스치즈 치즈크러스트R,180,979.2,0,61.69,0,8.71,430.47,0,12.2,0,2015
1034,피자,디럭스치즈 팬R,133,536.03,0,32.93,0,5.67,221.87,0,4.46,0,2015
1035,피자,디럭스치즈 흑미떡도우L,165,572.2,0,29.86,0,5.16,314.67,0,7.29,0,2015
1036,피자,디럭스치즈 흑미떡도우R,133,536.03,0,32.93,0,5.67,221.87,0,4.46,0,2015
1037,피자,디럭스치즈피자(라이스골드) F,143,567.05,0,36.88,0,7.06,279.64,0,9.11,0,2015
1038,피자,디럭스치즈피자(라이스바이트) F,151,652.65,0,38.08,0,6.18,438.38,0,9.32,0,2015
1039,피자,디럭스치즈피자(석쇠) F,101,297.65,0,18.85,0,3.16,137.76,0,2.86,0,2015
1040,피자,디럭스치즈피자(치즈크러스트) F,114,375.13,0,24.44,0,3.55,188.04,0,4.94,0,2015
1041,피자,디럭스치즈피자(팬) F,111,367.41,0,22.8,0,3.86,157.05,0,3.21,0,2015
1042,피자,디럭스피자 씬'XL,141,693.72,0,38.07,0,4.23,899.58,0,21.15,0,2015
1043,피자,디럭스피자 씬L,150,787.5,0,43.5,0,4.5,1021.5,0,24,0,2015
1044,피자,디럭스피자 팬L,174,876.96,0,48.72,0,10.44,1435.5,0,15.66,0,2015
1045,피자,떡갈비 골드 L,132,476.2,0,23.83,0,7.77,645.13,0,8.82,0,2015
1046,피자,떡갈비 골드 R,102,291.61,0,15.46,0,5.03,377.69,0,6.28,0,2015
1047,피자,떡갈비 누드 L,135,497.98,0,23.04,0,9.15,626.5,0,9.66,0,2015
1048,피자,떡갈비 누드 R,105,305.59,0,15.02,0,5.85,365.63,0,6.82,0,2015
1049,피자,떡갈비 오리진 L,114,359.2,0,18.31,0,5.14,477.74,0,5.53,0,2015
1050,피자,떡갈비 오리진 R,175,865.15,0,47.2,0,13.04,1090.34,0,16.13,0,2015
1051,피자,떡갈비 치즈캡 L,127,436.79,0,23.78,0,5.73,640.21,0,7.17,0,2015
1052,피자,떡갈비 쿠키 L,141,597.29,0,25.02,0,11.44,619.73,0,10.25,0,2015
1053,피자,떡갈비 쿠키 R,110,371.39,0,16.38,0,7.4,361.43,0,7.29,0,2015
1054,피자,랍스타 골드L,131,414.84,0,20.74,0,7.07,708.91,0,5.37,0,2015
1055,피자,랍스타 골드R,179,720.45,0,39.37,0,7.54,1275.23,0,8.71,0,2015
1056,피자,랍스타 누드 L,151,607.88,0,27.31,0,11.35,847.13,0,8.61,0,2015
1057,피자,랍스타 누드 R,105,291.07,0,13.77,0,4.51,400.61,0,5.01,0,2015
1058,피자,랍스타 라이스골드L,165,704.9,0,41.12,0,8.3,525.54,0,11.67,0,2015
1059,피자,랍스타 라이스골드R,123,404.17,0,23.68,0,4.44,281.28,0,6.54,0,2015
1060,피자,랍스타 라이스바이트L,175,802.08,0,45.33,0,11.08,484.01,0,5.08,0,2015
1061,피자,랍스타 라이스바이트R,140,528.07,0,28.28,0,6.94,266.11,0,2.84,0,2015
1062,피자,랍스타 백미떡도우L,111,218.81,0,10.84,0,3.43,271.69,0,2.64,0,2015
1063,피자,랍스타 백미떡도우R,183,612.43,0,25.62,0,7.85,602.55,0,5.8,0,2015
1064,피자,랍스타 석쇠L,120,357.89,0,21.55,0,5.45,325.79,0,3.24,0,2015
1065,피자,랍스타 석쇠R,163,668.28,0,40.05,0,9.96,597.54,0,5.92,0,2015
1066,피자,랍스타 오리진L,110,290.14,0,14.96,0,4.04,507.54,0,2.19,0,2015
1067,피자,랍스타 오리진R,151,503.48,0,28.95,0,2.72,920.42,0,3.26,0,2015
1068,피자,랍스타 치즈캡L,126,379.51,0,21.33,0,4.63,715.29,0,3.77,0,2015
1069,피자,랍스타 치즈캡R,175,685.42,0,42.62,0,3.15,1356.08,0,6.5,0,2015
1070,피자,랍스타 치즈크러스트L,145,543.42,0,33.38,0,7.09,447.33,0,6.42,0,2015
1071,피자,랍스타 치즈크러스트R,110,322.99,0,19.78,0,3.87,244.21,0,3.92,0,2015
1072,피자,랍스타 쿠키 L,158,744.16,0,29.92,0,14.51,837.91,0,9.22,0,2015
1073,피자,랍스타 쿠키 R,110,356.17,0,15.07,0,5.99,398.08,0,5.4,0,2015
1074,피자,랍스타 팬L,127,413.33,0,24.6,0,6.1,349.64,0,3.49,0,2015
1075,피자,랍스타 팬R,173,772.08,0,45.76,0,11.18,643.01,0,6.38,0,2015
1076,피자,랍스타 흑미떡도우L,111,225.03,0,11.14,0,3.62,271.69,0,2.64,0,2015
1077,피자,랍스타 흑미떡도우R,183,634.28,0,25.62,0,8.67,602.55,0,5.8,0,2015
1078,피자,랍스타피자(라이스골드) F,176,757.4,0,47.48,0,12.14,642.15,0,11.56,0,2015
1079,피자,랍스타피자(라이스바이트) F,184,857.46,0,48.59,0,11.13,845.7,0,11.72,0,2015
1080,피자,랍스타피자(석쇠) F,134,440.31,0,26.6,0,6.83,409.64,0,4.06,0,2015
1081,피자,랍스타피자(치즈크러스트) F,147,533.39,0,33.27,0,7.47,491.36,0,6.66,0,2015
1082,피자,랍스타피자(팬) F,144,525.31,0,31.29,0,7.85,447.54,0,4.45,0,2015
1083,피자,레드썬치킨피자 씬'XL,161,660.1,0,33.81,0,19.32,827.54,0,16.1,0,2015
1084,피자,레드썬치킨피자 씬L,129,423.12,0,21.93,0,11.61,530.19,0,10.32,0,2015
1085,피자,레드썬치킨피자 팬L,148,535.76,0,25.16,0,11.84,879.12,0,8.88,0,2015
1086,피자,레이디한우피자 L,193,853.06,0,61.76,0,9.65,2146.16,0,12.35,0,2015
1087,피자,레이디한우피자 M,150,513,0,31.5,0,6,1401,0,8.4,0,2015
1088,피자,"로맨틱콤보(L, 골드엣지)",146,557.72,0,23.36,0,16.06,1132.96,0,11.68,0,2015
1089,피자,"로맨틱콤보(L, 에그타르트엣지)",146,570.86,0,21.9,0,20.44,1033.68,0,13.14,0,2015
1090,피자,"로맨틱콤보(L, 오리진엣지)",126,414.54,0,17.64,0,12.6,876.96,0,7.56,0,2015
1091,피자,"로맨틱콤보(L, 치즈캡엣지)",141,516.06,0,23.97,0,14.1,1132.23,0,9.87,0,2015
1092,피자,"로맨틱콤보(L, 크림치즈엣지)",152,601.92,0,22.8,0,19.76,1144.56,0,13.68,0,2015
1093,피자,"로맨틱콤보(L, 해쉬브라운엣지)",148,589.04,0,22.2,0,16.28,1141.08,0,11.84,0,2015
1094,피자,"로맨틱콤보(R, 골드엣지)",188,904.28,0,41.36,0,26.32,1793.52,0,20.68,0,2015
1095,피자,"로맨틱콤보(R, 에그타르트엣지)",188,930.6,0,37.6,0,31.96,1626.2,0,22.56,0,2015
1096,피자,"로맨틱콤보(R, 오리진엣지)",160,659.2,0,30.4,0,17.6,1361.6,0,14.4,0,2015
1097,피자,"로맨틱콤보(R, 치즈캡엣지)",184,864.8,0,44.16,0,20.24,1869.44,0,18.4,0,2015
1098,피자,"로맨틱콤보(R, 크림치즈엣지)",195,975,0,39,0,29.25,1801.8,0,23.4,0,2015
1099,피자,"로맨틱콤보(R, 해쉬브라운엣지)",191,962.64,0,40.11,0,26.74,1808.77,0,19.1,0,2015
1100,피자,로맨틱콤보(해쉬브라운 엣지) L,148,589.04,0,22.2,0,16.28,1141.08,0,11.84,0,2015
1101,피자,로맨틱콤보(해쉬브라운 엣지) R,191,962.64,0,40.11,0,26.74,1808.77,0,19.1,0,2015
1102,피자,로인크레페피자,100,250,33,16,6,5,630,5,3.6,0,2015
1103,피자,"리얼바비큐(나,L)",110,306.9,0,16.5,0,5.5,479.6,0,6.6,0,2015
1104,피자,"리얼바비큐(씬,L)",189,1001.7,0,62.37,0,11.34,1400.49,0,28.35,0,2015
1105,피자,"리얼바비큐(오,L)",141,509.01,0,23.97,0,4.23,714.87,0,9.87,0,2015
1106,피자,리치골드  스파이시치킨 F,149,476.8,0,25.33,0,11.92,727.12,0,10.43,0,2015
1107,피자,리치골드  스파이시치킨 M,136,401.2,0,21.62,0,10.88,612,0,9.52,0,2015
1108,피자,리치골드  스파이시치킨 오리지널 F,149,505.11,0,26.67,0,2.38,712.22,0,10.43,0,2015
1109,피자,리치골드  스파이시치킨 오리지널 M,136,409.36,0,21.62,0,1.9,588.88,0,8.16,0,2015
1110,피자,리치골드  치즈 F,117,338.13,0,17.32,0,4.09,448.11,0,8.31,0,2015
1111,피자,리치골드  치즈 M,111,305.25,0,15.43,0,4,412.92,0,7.22,0,2015
1112,피자,리치골드 더블 바비큐(L),125,373.75,0,18.75,0,5,517.5,0,7.5,0,2015
1113,피자,리치골드 더블 바비큐(M),121,353.32,0,18.15,0,4.84,506.99,0,6.05,0,2015
1114,피자,리치골드 더블바비큐 F,139,415.61,0,20.99,0,5.7,575.46,0,7.78,0,2015
1115,피자,리치골드 더블바비큐 M,134,391.28,0,20.1,0,5.49,561.46,0,7.24,0,2015
1116,피자,리치골드 바비큐 치킨(L),129,393.45,0,19.35,0,5.16,558.57,0,7.74,0,2015
1117,피자,리치골드 바비큐 치킨(M),122,361.12,0,18.3,0,4.88,533.14,0,7.32,0,2015
1118,피자,리치골드 바비큐치킨 F,100,237.21,0,12.27,0,5.82,380.16,0,3.58,0,2013
1119,피자,리치골드 베이컨 포테이토(L),133,446.88,0,19.95,0,5.32,583.87,0,7.98,0,2015
1120,피자,리치골드 베이컨 포테이토(M),125,397.5,0,17.5,0,5,532.5,0,7.5,0,2015
1121,피자,리치골드 베이컨포테이토 F,100,246.01,0,11.93,0,4.05,377.56,0,4.12,0,2013
1122,피자,리치골드 수퍼 슈프림(L),121,363,0,18.15,0,4.84,522.72,0,7.26,0,2015
1123,피자,리치골드 수퍼 슈프림(M),113,319.79,0,15.82,0,4.52,464.43,0,6.78,0,2015
1124,피자,리치골드 스파이시치킨 마일드 F,147,539.49,0,26.17,0,3.09,718.83,0,10.88,0,2015
